"Code","ShortDescription","LongDescription","isBasicLevel","AggregateLevel","parentCode"
"05551","Veg.& fruit,prep./pres.by vinegar or acet.acid","Veg.& fruit,prep./pres.by vinegar or acet.acid",1,5,"0555"
"05552","Vegetables otherwise preserved or prepared,n.e.","Vegetables otherwise preserved or prepared,n.e.",1,5,"0555"
"05553","Vegetables in airtight containers","Vegetables in airtight containers",1,5,"0555"
"05554","Vegetables not in airtight containers","Vegetables not in airtight containers",1,5,"0555"
"05555","Vegetables in airtight containers","Vegetables in airtight containers",1,5,"0555"
"05556","Vegetables not in airtight containers","Vegetables not in airtight containers",1,5,"0555"
"06","Sugar, sugar preparations and honey","Sugar, sugar preparations and honey",0,2,"0"
"061","Sugar and honey","Sugar and honey",0,3,"06"
"0611","Raw sugar,beet & cane","Raw sugar,beet & cane",0,4,"061"
"06111","Centrifugal sugar","Centrifugal sugar",1,5,"0611"
"06112","Non centrifugal sugar","Non centrifugal sugar",1,5,"0611"
"0612","Refined sugar & other prod.of refining,no syrup","Refined sugar & other prod.of refining,no syrup",1,4,"061"
"0615","Molasses","Molasses",1,4,"061"
"0616","Natural honey","Natural honey",1,4,"061"
"0619","Sugars & syrups nes incl.art.honey & caramel","Sugars & syrups nes incl.art.honey & caramel",1,4,"061"
"062","Sugar confy, sugar preps. Ex chocolate confy","Sugar confy, sugar preps. Ex chocolate confy",0,3,"06"
"0620","Sugar confectionery & other sugar preparations","Sugar confectionery & other sugar preparations",0,4,"062"
"06201","Sugar confectionery,not containing cocoa","Sugar confectionery,not containing cocoa",1,5,"0620"
"06202","Flavored or coloured sugars,syrups & molasses","Flavored or coloured sugars,syrups & molasses",1,5,"0620"
"07","Coffee, tea, cocoa, spices & manufacs. Thereof","Coffee, tea, cocoa, spices & manufacs. Thereof",0,2,"0"
"071","Coffee","Coffee",0,3,"07"
"0711","Coffee,green or roasted","Coffee,green or roasted",1,4,"071"
"0713","Coffee extracts,essences,concentrates","Coffee extracts,essences,concentrates",1,4,"071"
"072","Cocoa","Cocoa",0,3,"07"
"0721","Cocoa beans,raw or roasted","Cocoa beans,raw or roasted",1,4,"072"
"0722","Cocoa powder,unsweetened","Cocoa powder,unsweetened",1,4,"072"
"0723","Cocoa butter and cocoa paste","Cocoa butter and cocoa paste",0,4,"072"
"07231","Cocoa paste","Cocoa paste",1,5,"0723"
"07232","Cocoa butter (fat or oil)","Cocoa butter (fat or oil)",1,5,"0723"
"073","Chocolate & other food preptns cont. Cocoa, nes","Chocolate & other food preptns cont. Cocoa, nes",0,3,"07"
"0730","Chocolate & other food prep. Of cocoa","Chocolate & other food prep. Of cocoa",1,4,"073"
"074","Tea and mate","Tea and mate",0,3,"07"
"0741","Tea","Tea",1,4,"074"
"0742","Mate","Mate",1,4,"074"
"075","Spices","Spices",0,3,"07"
"0751","Pepper & pimento,whether or not grond","Pepper & pimento,whether or not grond",1,4,"075"
"0752","Spices, exc. Pepper & pimento ground or not","Spices, exc. Pepper & pimento ground or not",0,4,"075"
"07521","Vanilla","Vanilla",1,5,"0752"
"07522","Cinnamon & cinnamon tree flowers","Cinnamon & cinnamon tree flowers",1,5,"0752"
"07523","Cloves (whole fruit,cloves & stems)","Cloves (whole fruit,cloves & stems)",1,5,"0752"
"07524","Nutmeg,mace & cardamons","Nutmeg,mace & cardamons",1,5,"0752"
"07525","Seeds of anise,badian,fennel,coriander,cumin et","Seeds of anise,badian,fennel,coriander,cumin et",1,5,"0752"
"07529","Thyme,saffron,bay leaves & other spices","Thyme,saffron,bay leaves & other spices",1,5,"0752"
"08","Feed. Stuff for animals excl. Unmilled cereals","Feed. Stuff for animals excl. Unmilled cereals",0,2,"0"
"081","Feed. Stuff for animals excl.unmilled cereals","Feed. Stuff for animals excl.unmilled cereals",0,3,"08"
"0811","Hay & fodder,green or dry","Hay & fodder,green or dry",0,4,"081"
"08111","Cereals straw & husks,unprepared","Cereals straw & husks,unprepared",1,5,"0811"
"08112","Fodder roots,hay,lupines,vetches & similar prod","Fodder roots,hay,lupines,vetches & similar prod",1,5,"0811"
"08119","Vegetable prod.of a kind used for animal food","Vegetable prod.of a kind used for animal food",1,5,"0811"
"0812","Bran,pollard,sharps & other by products","Bran,pollard,sharps & other by products",1,4,"081"
"0813","Oil seed cake & meal & other veg. Oil residues","Oil seed cake & meal & other veg. Oil residues",1,4,"081"
"0814","Meat & fish meal, unfit for human consumption","Meat & fish meal, unfit for human consumption",0,4,"081"
"08141","Meat meal","Meat meal",1,5,"0814"
"08142","Fish and whale meal","Fish and whale meal",1,5,"0814"
"0819","Food wastes & prepared animal feed,nes","Food wastes & prepared animal feed,nes",0,4,"081"
"08191","Coffee husks & skins","Coffee husks & skins",1,5,"0819"
"08192","Cocoa shells,husks,skins and waste","Cocoa shells,husks,skins and waste",1,5,"0819"
"08193","Beet pulp,bagasse and such wastes","Beet pulp,bagasse and such wastes",1,5,"0819"
"08194","Wine lees; argol","Wine lees; argol",1,5,"0819"
"08199","Sweetened forage;prep.used in animal feeding","Sweetened forage;prep.used in animal feeding",1,5,"0819"
"09","Miscellaneous food preparations","Miscellaneous food preparations",0,2,"0"
"091","Margarine & shortening","Margarine & shortening",0,3,"09"
"0913","Lard & other rendered piq & poultry fat","Lard & other rendered piq & poultry fat",1,4,"091"
"0914","Margarine, imitn lard & preprd edible fats nes","Margarine, imitn lard & preprd edible fats nes",0,4,"091"
"09141","Margarine","Margarine",1,5,"0914"
"09142","Other prepared edible fats","Other prepared edible fats",1,5,"0914"
"099","Food preparations,nes","Food preparations,nes",0,3,"09"
"0990","Food preparations,n.e.s.","Food preparations,n.e.s.",0,4,"099"
"09901","Roasted coffee substitutes,etc.","Roasted coffee substitutes,etc.",1,5,"0990"
"09902","Extracts,essences or conc.of tea or mate,etc.","Extracts,essences or conc.of tea or mate,etc.",1,5,"0990"
"09903","Mustard flour and prepared mustard","Mustard flour and prepared mustard",1,5,"0990"
"09904","Sauces;mixed seasonings","Sauces;mixed seasonings",1,5,"0990"
"09905","Soups and broths","Soups and broths",1,5,"0990"
"09906","Natural yeasts & prepared baking powders","Natural yeasts & prepared baking powders",1,5,"0990"
"09907","Vinegar and substitudes for vinegar","Vinegar and substitudes for vinegar",1,5,"0990"
"09909","Other miscellaneous food preparations","Other miscellaneous food preparations",1,5,"0990"
"1","Beverages and tobacco","Beverages and tobacco",0,1,"TOTAL"
"11","Beverages","Beverages",0,2,"1"
"111","Non alcoholic beverages,nes","Non alcoholic beverages,nes",0,3,"11"
"1110","Non alcoholic beverages,n.e.s.","Non alcoholic beverages,n.e.s.",0,4,"111"
"11101","Waters(incl.spa waters);ice and snow","Waters(incl.spa waters);ice and snow",1,5,"1110"
"11102","Lemonade & flav.waters,non alcoholic","Lemonade & flav.waters,non alcoholic",1,5,"1110"
"112","Alcoholic beverages","Alcoholic beverages",0,3,"11"
"1121","Wine of fresh grapes including grape must","Wine of fresh grapes including grape must",0,4,"112"
"11211","Grap must,in fermantation or with ferm.arrested","Grap must,in fermantation or with ferm.arrested",1,5,"1121"
"11212","Wine of fresh grapes,grape must","Wine of fresh grapes,grape must",1,5,"1121"
"11213","Vermouths & other wines of fresh grapes","Vermouths & other wines of fresh grapes",1,5,"1121"
"1122","Cider & fermented beverages,nes","Cider & fermented beverages,nes",1,4,"112"
"1123","Beer including ale,stout,porter","Beer including ale,stout,porter",1,4,"112"
"1124","Distilled alcoholic beverages","Distilled alcoholic beverages",1,4,"112"
"12","Tobacco and tobacco manufactures","Tobacco and tobacco manufactures",0,2,"1"
"121","Tobacco, unmanufactured","Tobacco, unmanufactured",0,3,"12"
"1210","Tobacco,unmanufactured & scrap","Tobacco,unmanufactured & scrap",1,4,"121"
"122","Tobacco manufactures","Tobacco manufactures",0,3,"12"
"1221","Cigars & cheroots","Cigars & cheroots",1,4,"122"
"1222","Cigarettes","Cigarettes",1,4,"122"
"1223","Tobacco,manufactured for smoking,chewing snuff","Tobacco,manufactured for smoking,chewing snuff",1,4,"122"
"2","Crude materials, inedible, except fuels","Crude materials, inedible, except fuels",0,1,"TOTAL"
"21","Hides, skins and fur skins, undressed","Hides, skins and fur skins, undressed",0,2,"2"
"211","Hides & skins, exc.fur skins undressed","Hides & skins, exc.fur skins undressed",0,3,"21"
"2111","Bovine & equine hides excl. Calf & kip skins","Bovine & equine hides excl. Calf & kip skins",1,4,"211"
"2112","Calf skins and kip skins","Calf skins and kip skins",1,4,"211"
"2114","Goat skins and kid skins","Goat skins and kid skins",1,4,"211"
"2116","Sheep and lamb skins, with the wool on","Sheep and lamb skins, with the wool on",1,4,"211"
"2117","Sheep and lamb skins, without the wool","Sheep and lamb skins, without the wool",1,4,"211"
"2118","Waste & used leather","Waste & used leather",1,4,"211"
"2119","Hides & skins,nes","Hides & skins,nes",1,4,"211"
"212","Fur skins, undressed","Fur skins, undressed",0,3,"21"
"2120","Fur skins,undressed","Fur skins,undressed",1,4,"212"
"22","Oil seeds, oil nuts and oil kernels","Oil seeds, oil nuts and oil kernels",0,2,"2"
"221","Oil seeds, oil nuts and oil kernels","Oil seeds, oil nuts and oil kernels",0,3,"22"
"2211","Groundnuts peanuts green, ex.flour and meal","Groundnuts peanuts green, ex.flour and meal",1,4,"221"
"2212","Copra, ex.flour and meal","Copra, ex.flour and meal",1,4,"221"
"2213","Palm nuts & kernels","Palm nuts & kernels",1,4,"221"
"2214","Soya beans","Soya beans",1,4,"221"
"2215","Linseed","Linseed",1,4,"221"
"2216","Cotton seed","Cotton seed",1,4,"221"
"2217","Castor oil seed","Castor oil seed",1,4,"221"
"2218","Oil seeds,oil nuts & oil kernels,nes","Oil seeds,oil nuts & oil kernels,nes",1,4,"221"
"2219","Flour & meal of oil seeds,nuts,kernels, fat","Flour & meal of oil seeds,nuts,kernels, fat",1,4,"221"
"23","Crude rubber including synthetic and reclaimed","Crude rubber including synthetic and reclaimed",0,2,"2"
"231","Crude rubber incl.synthetic & reclaimed","Crude rubber incl.synthetic & reclaimed",0,3,"23"
"2311","Natural rubber and similar natural gums","Natural rubber and similar natural gums",1,4,"231"
"2312","Synthetic rubber and rubber substitutes","Synthetic rubber and rubber substitutes",1,4,"231"
"2313","Reclaimed rubber","Reclaimed rubber",1,4,"231"
"2314","Waste & scrap of unhardened rubber","Waste & scrap of unhardened rubber",1,4,"231"
"24","Wood, lumber and cork","Wood, lumber and cork",0,2,"2"
"241","Fuel wood & charcoal","Fuel wood & charcoal",0,3,"24"
"2411","Fuel wood & wood waste","Fuel wood & wood waste",1,4,"241"
"2412","Wood charcoal","Wood charcoal",1,4,"241"
"242","Wood in the rough or roughly squared","Wood in the rough or roughly squared",0,3,"24"
"2421","Pulpwood, including broadleaved","Pulpwood, including broadleaved",1,4,"242"
"2422","Sawlogs and veneer logs  conifer","Sawlogs and veneer logs  conifer",0,4,"242"
"24221","Sawlogs & veneer logs,in the rough conifer","Sawlogs & veneer logs,in the rough conifer",1,5,"2422"
"24222","Sawlogs & veneer logs,rougly squared conifer","Sawlogs & veneer logs,rougly squared conifer",1,5,"2422"
"2423","Sawlogs and veneer logs  non conifer","Sawlogs and veneer logs  non conifer",0,4,"242"
"24231","Sawlogs & veneer logs,in the rough non conifer","Sawlogs & veneer logs,in the rough non conifer",1,5,"2423"
"24232","Sawlogs & veneer logs,rougly squared non conife","Sawlogs & veneer logs,rougly squared non conife",1,5,"2423"
"2424","Pitprops","Pitprops",1,4,"242"
"2429","Poles,piling,posts & other wood in the rough.","Poles,piling,posts & other wood in the rough.",1,4,"242"
"243","Wood,shaped or simply worked","Wood,shaped or simply worked",0,3,"24"
"2431","Railway sleepers ties","Railway sleepers ties",1,4,"243"
"2432","Lumber, sawn, planed, etc.  Conifer","Lumber, sawn, planed, etc.  Conifer",0,4,"243"
"24321","Lumber,sawn lengthwise,etc.conifer","Lumber,sawn lengthwise,etc.conifer",1,5,"2432"
"24322","Lumber,planed,tongued,grooved,etc. Conifer","Lumber,planed,tongued,grooved,etc. Conifer",1,5,"2432"
"2433","Lumber, sawn, planed, etc.  Non conifer","Lumber, sawn, planed, etc.  Non conifer",0,4,"243"
"24331","Lumber,sawn lengthwise,etc.non conifer","Lumber,sawn lengthwise,etc.non conifer",1,5,"2433"
"24332","Lumber,planed,tongued,grooved,etc.,non conifer","Lumber,planed,tongued,grooved,etc.,non conifer",1,5,"2433"
"244","Cork, raw and waste","Cork, raw and waste",0,3,"24"
"2440","Cork,raw & waste","Cork,raw & waste",0,4,"244"
"24401","Cork,unworked,crushed,granulated;waste cork","Cork,unworked,crushed,granulated;waste cork",1,5,"2440"
"24402","Cork in blocks,plates,sheets or strips,etc.","Cork in blocks,plates,sheets or strips,etc.",1,5,"2440"
"25","Pulp and paper","Pulp and paper",0,2,"2"
"251","Pulp & waste paper","Pulp & waste paper",0,3,"25"
"2511","Paper waste and old paper","Paper waste and old paper",1,4,"251"
"2512","Mechanical wood pulp","Mechanical wood pulp",1,4,"251"
"2515","Pulp other than wood pulp","Pulp other than wood pulp",1,4,"251"
"2516","Chemical wood pulp, dissolving grades","Chemical wood pulp, dissolving grades",1,4,"251"
"2517","Sulphate wood pulp","Sulphate wood pulp",0,4,"251"
"25171","Sulphate wood pulp, unbleached","Sulphate wood pulp, unbleached",1,5,"2517"
"25172","Sulphate wood pulp, bleached, not dissolving","Sulphate wood pulp, bleached, not dissolving",1,5,"2517"
"2518","Sulphite wood pulp","Sulphite wood pulp",0,4,"251"
"25181","Sulphite wood pulp, unbleached","Sulphite wood pulp, unbleached",1,5,"2518"
"25182","Sulphite wood pulp, bleached, not dissolving","Sulphite wood pulp, bleached, not dissolving",1,5,"2518"
"2519","Semi chemical wood pulp","Semi chemical wood pulp",1,4,"251"
"26","Textile fibres, not manufactured, and waste","Textile fibres, not manufactured, and waste",0,2,"2"
