"CODE","SHORTDESCRIPTION"
"620112","Mens, boys overcoats of cotton, not knit"
"620113","Mens, boys overcoats of manmade fibres, not knit"
"620119","Mens, boys overcoats of material nes, not knit"
"620191","Mens, boys anoraks etc, of wool or hair, not knit"
"620192","Mens, boys anoraks etc, of cotton, not knit"
"620193","Mens, boys anoraks etc, of manmade fibres, not knit"
"620199","Mens, boys anoraks etc, of material nes, not knit"
"620211","Womens, girls overcoats etc of wool or hair not knit"
"620212","Womens, girls overcoats etc of cotton, not knit"
"620213","Womens, girls overcoats etc manmade fibre, not knit"
"620219","Womens, girls overcoats of material nes, not knit"
"620291","Womens, girls anoraks etc of wool or hair, not knit"
"620292","Womens, girls anoraks etc of cotton, not knit"
"620293","Womens, girls anoraks etc of manmade fibres, not knit"
"620299","Womens, girls anoraks etc of material nes, not knit"
"620311","Mens, boys suits, of wool or hair, not knit"
"620312","Mens, boys suits, synthetic fibres, not knit"
"620319","Mens, boys suits, of material nes, not knit"
"620321","Mens, boys ensembles, of wool or hair, not knit"
"620322","Mens, boys ensembles, of cotton, not knit"
"620323","Mens, boys ensembles, synthetic fibres, not knit"
"620329","Mens, boys ensembles, of material nes, not knit"
"620331","Mens, boys jackets & blazers, wool or hair, not knit"
"620332","Mens, boys jackets & blazers, of cotton, not knit"
"620333","Mens, boys jackets, blazers, synthetic fibre, not kni"
"620339","Mens, boys jackets & blazers, material nes, not knit"
"620341","Mens, boys trousers & shorts, wool or hair, not knit"
"620342","Mens, boys trousers & shorts, of cotton, not knit"
"620343","Mens, boys trousers shorts, synthetic fibre, not knit"
"620349","Mens, boys trousers & shorts, material nes, not knit"
"620411","Womens, girls suits, of wool or hair, not knit"
"620412","Womens, girls suits, of cotton, not knit"
"620413","Womens, girls suits, synthetic fibres, not knit"
"620419","Womens, girls suits, of material nes, not knit"
"620421","Womens, girls ensembles, of wool or hair, not knit"
"620422","Womens, girls ensembles, of cotton, not knit"
"620423","Womens, girls ensembles, synthetic fibres, not knit"
"620429","Womens, girls ensembles, material nes, not knit"
"620431","Womens, girls jackets, blazers, wool or hair, not kni"
"620432","Womens, girls jackets & blazers, of cotton, not knit"
"620433","Womens, girls jackets, blazers, synth fibres, not kni"
"620439","Womens, girls jackets & blazers, material nes,not kni"
"620441","Womens, girls dresses, of wool or hair, not knit"
"620442","Womens, girls dresses, of cotton, not knit"
"620443","Womens, girls dresses, synthetic fibres, not knit"
"620444","Womens, girls dresses, of artificial fibres, not knit"
"620449","Womens, girls dresses, of material nes, not knit"
"620451","Womens, girls skirts, of wool or hair, not knit"
"620452","Womens, girls skirts, of cotton, not knit"
"620453","Womens, girls skirts, synthetic fibres, not knit"
"620459","Womens, girls skirts, of material nes, not knit"
"620461","Womens, girls trousers, shorts, wool or hair, not kni"
"620462","Womens, girls trousers & shorts, of cotton, not knit"
"620463","Womens, girls trousers, shorts, synth fibres, not kni"
"620469","Womens, girls trousers, shorts, material nes, not kni"
"620510","Mens, boys shirts, of wool or hair, not knit"
"620520","Mens, boys shirts, of cotton, not knit"
"620530","Mens, boys shirts, of manmade fibres, not knit"
"620590","Mens, boys shirts, of material nes, not knit"
"620610","Womens, girls blouses & shirts, of silk, not knit"
"620620","Womens, girls blouses & shirts, wool or hair, not kni"
"620630","Womens, girls blouses & shirts, of cotton, not knit"
"620640","Womens, girls blouses, shirts, manmade fibre, not kni"
"620690","Womens, girls blouses & shirts, material nes, not kni"
"620711","Mens, boys underpants or briefs, of cotton, not knit"
"620719","Mens, boys underpants, briefs, material nes, not knit"
"620721","Mens, boys nightshirts or pyjamas, cotton, not knit"
"620722","Mens/boys nightshirts, pyjama, manmade fibre, not kni"
"620729","Mens, boys nightshirt, pyjamas, material nes, not kni"
"620791","Mens, boys dressing gowns, etc cotton, not knit"
"620792","Mens, boys dressing gowns etc manmade fibre, not knit"
"620799","Mens, boys dressing gowns, material nes, not knit"
"620811","Womens, girls slips etc, of manmade fibres, not knit"
"620819","Womens, girls slips etc, of material nes, not knit"
"620821","Womens, girls nightdress, pyjamas, of cotton, not kni"
"620822","Women/girl nightdress, pyjama, manmade fibre, not kni"
"620829","Womens girls nightdress, pyjama, material nes not kni"
"620891","Womens, girls panties, bathrobes etc, cotton, not kni"
"620892","Women/girl panties bathrobe etc manmade fibre not kni"
"620899","Womens, girls panties, bathrobes, etc, nes not knit"
"620910","Babies garments, accessories of wool or hair, not kni"
"620920","Babies garments, accessories of cotton, not knit"
"620930","Babies garments, accessories synthetic fibre, not kni"
"620990","Babies garments, accessories of material nes, not kni"
"621010","Garments made up of textile felts and nonwoven fabric"
"621020","Mens, boys overcoats of impregnated, etc fabric"
"621030","Womens, girls overcoats, of impregnated, etc fabric"
"621040","Mens, boys garments nes, made up of impregnated fabri"
"621050","Womens, girls garments nes, of impregnated fabric"
"621111","Mens, boys swimwear, not knit"
"621112","Womens, girls swimwear, not knit"
"621120","Ski suits, of textile material, not knit"
"621131","Mens, boys garments nes, of wool or hair, not knit"
"621132","Mens, boys garments nes, of cotton, not knit"
"621133","Mens, boys garments nes, of manmade fibres, not knit"
"621139","Mens, boys garments nes, of material nes, not knit"
"621141","Womens, girls garments nes, of wool or hair, not knit"
"621142","Womens, girls garments nes, of cotton, not knit"
"621143","Womens, girls garments nes, manmade fibres, not knit"
"621149","Womens, girls garments nes, material nes, not knit"
"621210","Brassieres and parts thereof"
"621220","Girdles, panty girdles and parts thereof"
"621230","Corselettes and parts thereof"
"621290","Corsets, braces and parts thereof"
"621310","Handkerchiefs, of silk or silk waste, not knit"
"621320","Handkerchiefs, of cotton, not knit"
"621390","Handkerchiefs, of material nes, not knit"
"621410","Shawls, scarves, etc, of silk etc, not knit"
"621420","Shawls, scarves, etc, of wool or hair, not knit"
"621430","Shawls, scarves, etc, synthetic fibres, not knit"
"621440","Shawls, scarves, etc, of artificial fibres, not knit"
"621490","Shawls, scarves, etc, of material nes, not knit"
"621510","Ties, bow ties and cravats, of silk, not knit"
"621520","Ties, bow ties and cravats, manmade fibres, not knit"
"621590","Ties, bow ties and cravats, material nes, not knit"
"621600","Gloves, mittens and mitts, textile material, not knit"
"621710","Clothing accessories nes, textile material, not knit"
"621790","Parts of garments, clothing accessories nes, not knit"
"630110","Electric blankets of textile material"
"630120","Blankets (non-electric) & travelling rug, wool or hai"
"630130","Blankets (non-electric) and travelling rugs, of cotto"
"630140","Blankets (except electric) & travel rugs, synth fibre"
"630190","Blankets (except electric) & travel rugs, material ne"
"630210","Bed linen, of textile knit or crochet materials"
"630221","Bed linen, of cotton, printed, not knit"
"630222","Bed linen, of manmade fibres, printed, not knit"
"630229","Bed linen, of material nes, printed, not knit"
"630231","Bed linen, of cotton, nes"
"630232","Bed linen, of manmade fibres, nes"
"630239","Bed linen, of material nes, nes"
"630240","Table linen, of textile knit or crochet materials"
"630251","Table linen, of cotton, not knit"
"630252","Table linen, of flax, not knit"
"630253","Table linen, of manmade fibres, not knit"
"630259","Table linen, of material nes, not knit"
"630260","Toilet or kitchen linen, of cotton terry towelling"
"630291","Toilet or kitchen linen, of cotton, nes"
"630292","Toilet or kitchen linen, of flax"
"630293","Toilet or kitchen linen, of manmade fibres"
"630299","Toilet or kitchen linen, of material nes"
"630311","Curtains drapes blinds valances, cotton, knit"
"630312","Curtains drapes blinds valances, synthetic fibre, kni"
"630319","Curtains drapes blinds valances, material nes, knit"
"630391","Curtains drapes blinds valances, cotton, not knit"
"630392","Curtains drapes blinds valances, synth fibre, not kni"
"630399","Curtains drapes blinds valances, material nes, woven"
"630411","Bedspreads, textile material, nes, knit or crochet"
"630419","Bedspreads, textile material, nes, not knit or croche"
"630491","Textile furnishing articles nes, knit or crochet"
"630492","Furnishing articles nes, of cotton, not knit, crochet"
"630493","Furnishing articles nes, synth fibre,not knit, croche"
"630499","Furnishing goods nes, material nes, not knit, crochet"
"630510","Sacks & bags, packing, of jute or other bast fibres"
"630520","Sacks & bags, packing, of cotton"
"630531","Sacks & bags, packing, polyethylene or polypropylene"
"630539","Sacks & bags, packing, of other manmade yarn"
"630590","Sacks & bags, packing, of materials nes"
"630611","Tarpaulins, awnings and sunblinds, of cotton"
"630612","Tarpaulins, awnings and sunblinds, of synthetic fibre"
"630619","Tarpaulins, awnings and sunblinds, of material nes"
"630621","Tents, of cotton"
"630622","Tents, synthetic fibres"
"630629","Tents, of textile material nes"
"630631","Sails, synthetic fibres"
"630639","Sails, of material nes"
"630641","Pneumatic mattresses, of cotton"
"630649","Pneumatic mattresses, textile material, not cotton"
"630691","Camping goods nes, of cotton"
"630699","Camping goods nes, textile material, not cotton"
"630710","Floor & dish cloths, dusters, etc, textile material"
"630720","Life jackets and life belts, textile material"
"630790","Made up articles (textile) nes, textile dress pattern"
"630800","Set, woven fabric and yarn for rugs, tapestry etc"
"630900","Worn clothing and other worn articles"
"631010","Used or new rags textile material, sorted"
"631090","Used or new rags textile material, not sorted"
"640110","Waterproof footwear (Wellingtons etc), metal toe cap"
"640191","Waterproof footwear(Wellington) no toe cap, over knee"
"640192","Waterproof footwear(Wellington) no toe cap,over ankle"
"640199","Waterproof footwear(Wellington) no toe cap, nes"
"640211","Ski-boots etc, outer soles, uppers of rubber, plastic"
"640219","Sports footwear nes, soles, uppers of rubber, plastic"
"640220","Footwear, rubber, plastic, straps fix to sole by plug"
"640230","Footwear, sole/upper rubber/plastic,metal toe-cap nes"
"640291","Boots, soles/uppers rubber or plastic, over ankle, ne"
"640299","Footwear, outer soles/uppers of rubber or plastic, ne"
"640311","Ski footwear, with uppers of leather"
"640319","Sports footwear, except ski, uppers of leather"
"640320","Footwear, soles/uppers leather, strap instep & big to"
"640330","Footwear, wood base, uppers leather, no inner sole"
"640340","Footwear, uppers of leather with metal toe-cap, nes"
"640351","Footwear, soles, uppers of leather, over ankle, nes"
"640359","Footwear, outer soles and uppers of leather, nes"
"640391","Boots, sole rubber or plastic upper leather, nes"
"640399","Footwear, sole rubber, plastics uppers of leather, ne"
"640411","Sports footwear, sole rubber or plastic, upper textil"
"640419","Footwear,sole rubber/plastic,upper textile, not sport"
"640420","Footwear, sole leather and uppers textile material"
"640510","Footwear, nes, uppers leather"
"640520","Footwear, nes, upper textile material"
"640590","Footwear, nes"
"640610","Footwear uppers and parts thereof, except stiffeners"
"640620","Soles and heels for footwear, of rubber or plastic"
"640691","Parts of footwear of wood"
"640699","Parts of footwear nes, gaiters and leggings etc"
"650100","Hat-forms, etc of felt, not shaped, no formed brim"
"650200","Hat-forms, strip material, unshaped, no formed brim"
"650300","Felt hats and other felt headgear"
"650400","Hats, plaited or made by assembling strips of materia"
"650510","Hair-nets of any material"
"650590","Hats and other headgear, knit or crochet, nes"
"650610","Safety headgear"
"650691","Headgear nes, of rubber or plastic"
"650692","Headgear nes, of furskin"
"650699","Headgear nes, of other materials"
"650700","Parts for hats and headgear"
"660110","Garden and similar umbrellas"
"660191","Umbrellas nes, having a telescopic shaft"
"660199","Umbrellas nes, not with telescopic shaft"
"660200","Walking-sticks, seat-sticks, whips, etc."
"660310","Handles, knobs for umbrellas, walking sticks, etc"
"660320","Umbrella frames"
"660390","Parts & trimmings, of umbrella, walking sticks, etc"
"670100","Bird skins and feathers, articles therefrom"
"670210","Artificial flowers foliage fruit, articles, plastic"
"670290","Artificial flowers foliage fruit etc except plastic"
"670300","Worked human hair, wool or animal hair, for wig makin"
"670411","Complete wigs of synthetic textile materials"
"670419","False beard, eyebrows etc, synthetic textile material"
"670420","Wigs, false beards, eyebrows etc, of human hair"
"670490","Wigs, false beards, eyebrows etc, of other materials"
"680100","Stone setts, curbstones, flagstones (except slate)"
"680210","Stone mosaic tiles, artificial coloured chips etc"
"680221","Cut or sawn slabs of marble, travertine or alabaster"
"680222","Cut or sawn slabs of calcareous stone nes"
"680223","Cut or sawn slabs of granite"
"680229","Cut or sawn slabs of stone nes"
"680291","Worked marble, travertine and alabaster"
"680292","Worked calcareous stone nes"
"680293","Worked granite"
"680299","Worked monumental or building stone nes"
"680300","Worked slate, articles of slate or agglomerated slate"
"680410","Stones for milling, grinding or pulping"
"680421","Grindstones etc of synthetic or natural diamond"
"680422","Grindstones etc, agglomerated abrasives or ceramics"
"680423","Millstones, grindstones etc of natural stone"
"680430","Hand sharpening or polishing stones"
"680510","Abrasive powderor grain on woven textile support"
"680520","Abrasive powder, grain on paper or paperboard support"
"680530","Abrasive powder or grain on a base of other material"
"680610","Slag wool, rock wool, similar wools, bulk, sheet, rol"
"680620","Exfoliated vermiculite, foamed slag, expanded mineral"
"680690","Mineral heat or sound insulating materials & articles"
"680710","Asphalt or similar material articles, in rolls"
"680790","Asphalt or similar material articles not in rolls"
"680800","Boards, etc of veg fibre with mineral binder or cemen"
"680911","Plaster board etc not ornamental, paper reinforced"
"680919","Plaster boards etc not ornamental, reinforced nes"
"680990","Articles of plaster etc, other than plasterboard"
"681011","Building blocks, bricks of cement, or artificial ston"
"681019","Tiles & flagstones of cement,concrete,artificial ston"
"681020","Pipes of cement or concrete"
"681091","Prefabricated structural items of cement or concrete"
"681099","Articles of cement, concrete or artificial stone nes"
"681110","Corrugated sheets of asbestos, cellulose fibre cement"
"681120","Sheet/tile, asbestos/cellulose fibre cement not corru"
"681130","Tubes, pipes etc of asbestos or cellulose fibre cemen"
"681190","Articles nes, of asbestoso or cellulose fibre cement"
"681210","Asbestos fibres etc"
"681220","Asbestos yarn and thread"
"681230","Asbestos cords and string"
"681240","Asbestos woven or knit fabric"
"681250","Asbestos clothing, accessories, foot and headwear"
"681260","Asbestos paper, millboard and felt"
"681270","Compressed asbestos fibre jointing, in sheets, rolls"
"681290","Asbestos fabricated products nes"
"681310","Asbestos brake linings and pads"
"681390","Asbestos friction material, articles except for brake"
"681410","Mica plates, sheets and strips"
"681490","Worked mica and articles of mica except sheet mica"
"681510","Non-electrical articles of graphite or other carbon"
"681520","Articles of peat"
"681591","Articles containing magnesite, dolomite or chromite"
"681599","Articles of stone or of other mineral substances nes"
"690100","Bricks, blocks and ceramic goods of siliceous earths"
"690210","Refractory bricks, etc with >50% Mg, Ca or Cr as oxid"
"690220","Refractory bricks etc >50% alumina or silica"
"690290","Refractory bricks etc nes"
"690310","Refractory ceramic articles, >50% carbon"
"690320","Refractory ceramic articles, >50% alumina or silica"
"690390","Refractory ceramic articles nes"
"690410","Building bricks"
"690490","Ceramic flooring blocks, tiles and the like"
"690510","Roofing tiles, ceramic"
"690590","Ceramic construction items, chimney pots and cowls"
"690600","Ceramic pipes, conduits, guttering and fittings"
"690710","Unglazed ceramic mosaic tiles etc, <7cm wide"
"690790","Unglazed ceramic flags, tiles > 7 cm wide"
"690810","Glazed ceramic mosaic tiles, cubes & similar <7cm wid"
"690890","Glazed ceramic flags, tiles wider than 7 cm"
"690911","Porcelain ware for laboratory, chemical, technical us"
"690919","Ceramic laboratory & technical ware except porcelain"
"690990","Ceramic troughs, etc (agriculture), ceramic pots etc"
"691010","Porcelain bathroom, kitchen & other sanitary fixtures"
"691090","Ceramic bathroom kitchen sanitary items not porcelain"
"691110","Tableware and kitchenware of porcelain or china"
"691190","Household & toilet articles nes of porcelain or china"
"691200","Ceramic housewares, except of porcelain or china"
"691310","Statuettes & ornamental articles of porcelain or chin"
"691390","Ceramic statuettes, ornamental articles, not porcelai"
"691410","Articles of porcelain or china nes"
"691490","Articles of ceramics, except porcelain or china, nes"
"700100","Glass cullet, waste or scrap, glass in the mass"
"700210","Glass balls except microspheres < 1mm diameter"
"700220","Glass tubes, unworked"
"700231","Tubes of fused quartz or other fused silica"
"700232","Tubes of low expansion glass (Pyrex etc)"
"700239","Tubes of glass other than low expansion"
"700311","Cast glass sheet, coloured absorbent reflect or opaqu"
"700319","Cast glass sheet, non-wired, clear"
"700320","Cast glass sheet, wired"
"700330","Cast glass profiles"
"700410","Drawn glass sheet coloured, absorbing, reflect, opaqu"
"700490","Drawn glass in sheets, clear"
"700510","Float glass etc sheets, absorbent or reflecting layer"
"700521","Float glass etc sheets, coloured throughout"
"700529","Float glass etc in sheets, non-wired, clear"
"700530","Float glass etc in sheets, wired"
"700600","Cast, drawn or float glass sheet, edge worked or bent"
"700711","Safety glass (tempered) for vehicles, aircraft, etc"
"700719","Safety glass, toughened (tempered), non-vehicle use"
"700721","Safety glass (laminated) for vehicles, aircraft, etc"
"700729","Safety glass, laminated, non vehicle use"
"700800","Multiple-walled insulating units of glass"
"700910","Rear-view mirrors for vehicles"
"700991","Glass mirrors, unframed"
"700992","Glass mirrors, framed"
"701010","Ampoules of glass for conveyance or packing"
"701090","Glass containers nes for packing or conveyance goods"
"701110","Glass envelopes (bulbs & tubes) for electric lighting"
"701120","Glass envelopes for cathode-ray tubes"
"701190","Glass envelopes except lighting or cathode-ray tubes"
"701200","Glass inners for vacuum flasks, other vacuum vessels"
"701310","Glass-ceramic ware for table kitchen, etc"
"701321","Drinking glasses of lead crystal"
"701329","Drinking glasses, except lead crystal or glass cerami"
"701331","Lead crystal table, kitchen glass (not drink glasses)"
"701332","Table, kitchenware of low expansion glass (Pyrex etc)"
"701339","Glass table or kitchenware, except low expansion glas"
"701391","Glassware except kitchen, table ware, of lead crystal"
"701399","Glassware, not kitchen or table ware, not lead crysta"
"701400","Signalling glassware, unworked optical elements"
"701510","Glasses for corrective spectacles, unworked"
"701590","Clock or watch glasses etc not optically worked"
"701610","Glass cubes, mosaic tiles"
"701690","Glass blocks, bricks, tiles, leaded lights, etc"
"701710","Fused quartz laboratory, hygienic or pharmeutical war"
"701720","Low expansion laboratory, hygienic, pharmacy glasswar"
"701790","Laboratory, hygienic or pharmaceutical glassware nes"
"701810","Ornamental glass beads, pearls, stones, worked items"
"701820","Glass microspheres < 1 mm in diameter"
"701890","Articles of glass except jewellery nes, toy glass eye"
"701910","Slivers, rovings, yarn and chopped strands of glass"
"701920","Woven fabric of glass fibres"
"701931","Mats of glass fibres"
"701932","Thin sheets (voiles) of glass fibres"
"701939","Webs, mattresses, other nonwoven fibreglass products"
"701990","Glass fibres, glass wool and articles thereof nes"
"702000","Articles of glass, nes"
"710110","Pearls natural, not permanently mounted or set"
"710121","Pearls cultured unworked"
"710122","Pearls cultured worked, not mounted or set"
"710210","Diamonds, unsorted"
"710221","Diamonds, industrial, unworked or simply sawn, cleave"
"710229","Diamonds industrial, worked"
"710231","Diamonds (jewellery) unworked or simply sawn, cleaved"
"710239","Diamonds (jewellery) worked but not mounted or set"
"710310","Precious, semi-precious stones unworked, partly worke"
"710391","Rubies, sapphires and emeralds worked but not set"
"710399","Precious & semi-precious stones, nes, worked, not set"
"710410","Piezo-electric quartz"
"710420","Synthetic precious, semi-precious stone, rough shaped"
"710490","Synthetic precious or semi-precious stones, worked ne"
"710510","Diamond dust or powder"
"710590","Dust of precious, semi-precious stones except diamond"
"710610","Silver powder"
"710691","Silver in unwrought forms"
"710692","Silver semi-manufactured including gold/platinum plat"
"710700","Base metals clad with silver, semi-manufactured"
"710811","Gold powder non-monetary"
"710812","Gold in unwrought forms non-monetary"
"710813","Gold, semi-manufactured forms, non-monetary"
"710900","Base metals or silver, clad with gold, semi-manuf"
"711011","Platinum unwrought or in powder form"
"711019","Platinum in semi-manufactured forms"
"711021","Palladium unwrought or in powder form"
"711029","Palladium in semi-manufactured forms"
"711031","Rhodium unwrought or in powder form"
"711039","Rhodium in semi-manufactured forms"
"711041","Iridium, osmium and ruthenium unwrought or powder for"
"711049","Iridium, osmium and ruthenium, semi-manufactured"
"711100","Metals, clad with platinum, semi-manufactured"
"711210","Waste or scrap containing gold as sole precious metal"
"711220","Waste/scrap containing platinum as sole precious meta"
"711290","Waste/scrap, precious metals except pure gold/platinu"
"711311","Jewellery and parts, silver, including plated silver"
"711319","Jewellery and parts of precious metal except silver"
"711320","Jewellery, parts, base metal clad with precious metal"
"711411","Silver wares, silver ware plated with precious metal"
"711419","Gold/silversmith wares of/clad with precious metal ne"
"711420","Gold, silversmith wares, base clad with precious meta"
"711510","Catalysts (form of wire cloth or grill) of platinum"
"711590","Articles of, or clad with, precious metal nes"
"711610","Articles of natural or cultured pearls"
"711620","Articles of precious, semi-precious, artificial stone"
"711711","Cuff-links and studs of base metal, plated or not"
"711719","Imitation jewellery nes of base metal including plate"
"711790","Imitation jewellery nes"
"711810","Coin (other than gold coin) not being legal tender"
"720110","Pig iron, non-alloy, <0.5% phosphorus"
"720120","Pig iron, non-alloy, >0.5% phosphorus"
"720130","Alloy pig iron, in primary forms"
"720140","Spiegeleisen in primary forms"
"720211","Ferro-manganese, >2% carbon"
"720219","Ferro-manganese, <2% carbon"
"720221","Ferro-silicon, >55% silicon"
"720229","Ferro-silicon, <55% silicon"
"720230","Ferro-silico-manganese"
"720241","Ferro-chromium, >4% carbon"
"720249","Ferro-chromium, <4% carbon"
"720250","Ferro-silico-chromium"
"720260","Ferro-nickel"
"720270","Ferro-molybdenum"
"720280","Ferro-tungsten and ferro-silico-tungsten"
"720291","Ferro-titanium and ferro-silico-titanium"
"720292","Ferro-vanadium"
"720293","Ferro-niobium"
"720299","Ferro-alloys, nes"
"720310","Ferrous products from direct reduction of iron ore"
"720390","Spongy iron lumps, pellets, etc > 99.94% pure"
"720410","Waste or scrap, of cast iron"
"720421","Waste or scrap, of stainless steel"
"720429","Waste or scrap, of alloy steel, other than stainless"
"720430","Waste or scrap, of tinned iron or steel"
"720441","Waste from the mechanical working of iron or steel ne"
"720449","Ferrous waste or scrap, nes"
"720450","Remelting scrap ingots, of iron or steel"
"720510","Granules of pig iron or spiegeleisen"
"720521","Powders, alloy steel"
"720529","Powders, iron or steel, other than alloy"
"720610","Iron or non-alloy steel in ingots, <99.94% iron"
"720690","Iron or non-alloy steel, primary nes, <99.94% iron"
"720711","Rectangular iron or non-alloy steel bars, <.25%C, width< twice thicknes"
"720712","Semi-finished bars, iron or non-alloy steel <0.25%C, rectangular, nes"
"720719","Semi-finished product, iron or non-alloy steel <0.25%C, nes"
"720720","Semi-finished product, iron or non-alloy steel >0.25%C"
"720811","Hot rolled iron or non-alloy steel, coil,w >600mm, t >10mm, myp 355 mpa"
"720812","Hot rolled iron or non-alloy steel, coil,w >600mm, t 4.75-10mm, 355 mpa"
"720813","Hot rolled iron or non-alloy steel, coil,w >600mm, t 3-4.75mm, 355 mpa"
"720814","Hot rolled iron or non-alloy steel, coil,w >600mm, t <3mm, myp 275 mpa"
"720821","Hot rolled iron or non-alloy steel, coil,width >600mm, t >10mm, nes"
"720822","Hot rolled iron or non-alloy steel, coil,width >600mm, t 4.75-10mm, nes"
"720823","Hot rolled iron or non-alloy steel, coil,width >600mm, t 3-4.75mm, nes"
"720824","Hot rolled iron or non-alloy steel, coil,width >600mm, t <3mm thick, ne"
"720831","Hot rolled iron or non-alloy steel, flat, w 600-1250mm, t >4mm, 355 mpa"
"720832","Hot rolled iron or non-alloy steel, flat,w >600mm, t >10mm, myp 355 mpa"
"720833","Hot rolled iron or non-alloy steel, flat,w >600mm, t 4.75-10mm, 355 mpa"
"720834","Hot rolled iron or non-alloy steel, flat,w >600mm, t 3-4.75mm, 355 mpa"
"720835","Hot rolled iron or non-alloy steel, flat,w >600mm, t <3mm, myp 275 mpa"
"720841","Hot rolled iron or non-alloy steel, flat,width 600-1250mm, t >4mm, nes"
"720842","Hot rolled iron or non-alloy steel, flat,width >600mm, t >10mm, nes"
"720843","Hot rolled iron or non-alloy steel, flat,width >600mm, t 4.75-10mm, nes"
"720844","Hot rolled iron or non-alloy steel, flat,width >600mm, t 3.0-4.75mm, ne"
"720845","Hot rolled iron or non-alloy steel, flat,width >600mm, t <3mm, nes"
"720890","Hot rolled iron or non-alloy steel, width >600mm, nes"
"720911","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp"
"720912","Cold rolled iron or non-alloy steel, coil, w >600mm, t 1.0-3mm, 275 mpa"
"720913","Cold rolled iron or non-alloy steel, coil, w >600mm, t 0.5-<1mm, 275 mp"
"720914","Cold rolled iron or non-alloy steel, coil, w >600mm, t <0.5mm, 275 mpa"
"720921","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, nes"
"720922","Cold rolled iron or non-alloy steel, coil, width >600mm, t 1-3mm, nes"
"720923","Cold rolled iron or non-alloy steel, coil, width >600mm, t 0.5-1mm, nes"
"720924","Cold rolled iron or non-alloy steel, coil, width >600mm, t <0.5mm, nes"
"720931","Cold rolled iron or non-alloy steel, flat, width >600mm, t >3mm, 355 mp"
"720932","Cold rolled iron or non-alloy steel, flat, w >600mm, t 1-3mm, 355 mpa"
"720933","Cold rolled iron or non-alloy steel, flat, w >600mm, t 0.5-1mm, 355 mpa"
"720934","Cold rolled iron or non-alloy steel, flat, w >600mm, t <0.5mm, 355 mpa"
"720941","Cold rolled iron or non-alloy steel, flat, width >600mm, t >3mm, nes"
"720942","Cold rolled iron or non-alloy steel, flat, width >600mm, t 1-3mm, nes"
"720943","Cold rolled iron or non-alloy steel, flat, width >600mm, t 0.5-1mm, nes"
"720944","Cold rolled iron or non-alloy steel, flat, width >600mm, t <0.5mm, nes"
"720990","Cold rolled iron or non-alloy steel, flat, width >600mm, nes"
"721011","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m"
"721012","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t <0.5m"
"721020","Flat rolled iron or non-alloy steel, coated with lead, width >600mm"
"721031","Flat rolled iron or non-alloy steel, electro plate/zinc,<3mm/275,>3/355"
"721039","Flat rolled iron or non-alloy steel, electro plate/zinc,w >600mm, nes"
"721041","Flat rolled iron or non-alloy steel, coat/zinc, corrugated, w >600m, ne"
"721049","Flat rolled iron or non-alloy steel, coated with zinc, width >600mm, ne"
"721050","Flat rolled iron or non-alloy steel, coated chromium/oxides, w> 600 mm"
"721060","Flat rolled iron or non-alloy steel, coated with aluminium, width>600mm"
"721070","Flat rolled iron or non-alloy steel, painted/plastic coated,width>600mm"
"721090","Flat rolled iron or non-alloy steel, clad/plated/coated, w >600mm, nes"
"721111","Hot box roll iron or non-alloy steel, flat, w 150-600mm, t >4mm, myp>35"
"721112","Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, myp 355"
"721119","Hot rolled iron or non-alloy steel, w <600mm, t<3mm myp275/t>3mm myp355"
"721121","Hot box rolled iron or non-alloy steel, flat, w 150-600mm,t >4mm, uncla"
"721122","Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, unclad nes"
"721129","Hot rolled iron or non-alloy steel, width <600mm unclad, nes"
"721130","Cold rolled iron or non-alloy steel, width <600mm, <3mm-myp275, >3mm-35"
"721141","Flat rolled iron or non-alloy steel, width <600mm, unclad, <0.25% C, ne"
"721149","Flat rolled iron or non-alloy steel, width <600mm, unclad, nes"
"721190","Flat rolled iron or non-alloy steel, width <600mm, unclad, nes"
"721210","Flat rolled iron or non-alloy steel, width <600mm, plated with tin"
"721221","Flat rolled steel, <600mm, zinc plate,<3mm-275/3mm-35"
"721229","Flat rolled steel, <600mm, electro-plated zinc, nes"
"721230","Flat rolled iron or non-alloy steel, <600mm, coated with zinc, nes"
"721240","Flat rolled iron or non-alloy steel, <600mm, painted/plastic coated"
"721250","Flat rolled iron or non-alloy steel, <600mm, plated/coated, nes"
"721260","Flat rolled iron or non-alloy steel, width <600mm, clad"
"721310","Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils"
"721320","Hot rolled bar/rod, irregular coils,free cutting stee"
"721331","Hot rolled bar/rod, iron or non-alloy steel, coiled width <14mm, C<.25%"
"721339","Hot rolled bar/rod, iron or non-alloy steel, coiled, C<.25%, nes"
"721341","Hot rolled bar/rod, iron or non-alloy steel, coiled w <14mm, C .25-.6%"
"721349","Hot rolled bar/rod, iron or non-alloy steel, coiled, C 0.25-0.6%"
"721350","Bar/rod, iron or non-alloy steel, irregular coils, >0.6%C, nes"
